tf,relation,substrate
CIN5,regulates,TKL1
TEC1,regulates,OPY2
YRM1,regulates,YPR076W
YRM1,regulates,YPR077C
YAP1,regulates,YPR078C
YAP1,regulates,MRL1
BAS1,regulates,GRS2
RPN4,regulates,NVJ2
STE12,regulates,NVJ2
STE12,regulates,ASR1
RAP1,regulates,ASR1
YAP1,regulates,RDS3
STE12,regulates,SNT309
CBF1,regulates,RPL11a
IFH1,regulates,RPL11a
SFP1,regulates,RPL11a
IFH1,regulates,PRE2
SFP1,regulates,PRE2
FHL1,regulates,PRE2
SWI5,regulates,ISR1
ACE2,regulates,ISR1
RPN4,regulates,RPN7
MCM1,regulates,RPN7
ROX1,regulates,RPN7
RAP1,regulates,RPC40
GCN4,regulates,DBF20
STE12,regulates,DBF20
MCM1,regulates,PIS1
INO4,regulates,PIS1
MSN2,regulates,YPR117W
YAP1,regulates,MRI1
SWI4,regulates,CLB2
AFT1,regulates,CLB2
STE12,regulates,CLB2
XBP1,regulates,CLB2
FKH1,regulates,CLB2
YOX1,regulates,CLB2
MCM1,regulates,CLB2
FKH2,regulates,CLB2
RAP1,regulates,CLB2
NDD1,regulates,CLB2
MBP1,regulates,CLB5
SWI4,regulates,CLB5
SWI6,regulates,CLB5
MAC1,regulates,YPR123C
MSN4,regulates,CTR1
MAC1,regulates,CTR1
MSN2,regulates,CTR1
MSN2,regulates,YPR127W
ABF1,regulates,ANT1
ABF1,regulates,SCD6
IFH1,regulates,RPS23b
RAP1,regulates,RPS23b
STE12,regulates,CTF4
TEC1,regulates,MEP3
STE12,regulates,MEP3
MSN2,regulates,MEP3
STE12,regulates,LOA1
STE12,regulates,KAR3
STE12,regulates,YPR142C
STE12,regulates,NOC4
GCN4,regulates,ASN1
HAP2,regulates,ASN1
PDR3,regulates,NCE102
ADR1,regulates,NCE102
PDR1,regulates,NCE102
MSN2,regulates,NCE102
TEC1,regulates,SUE1
UME6,regulates,SUE1
ADR1,regulates,SUE1
SKN7,regulates,SUE1
RAP1,regulates,SUE1
MET32,regulates,URN1
STE12,regulates,URN1
HSF1,regulates,PIN3
ABF1,regulates,PIN3
MSN2,regulates,PIN3
TEC1,regulates,NCA2
TEC1,regulates,TPO3
STE12,regulates,TPO3
SOK2,regulates,TPO3
MSN2,regulates,TPO3
TEC1,regulates,TDA6
YAP1,regulates,TDA6
MSN2,regulates,TDA6
YAP1,regulates,CUR1
YRM1,regulates,CUR1
MAC1,regulates,KRE6
MSN2,regulates,KRE6
CIN5,regulates,KRE6
MAC1,regulates,GPH1
MSN2,regulates,GPH1
CIN5,regulates,GPH1
RAP1,regulates,ORC4
MET32,regulates,MET16
GCN4,regulates,MET16
MET28,regulates,MET16
CBF1,regulates,MET16
LEU3,regulates,MET16
YAP1,regulates,MET16
MET4,regulates,MET16
MET31,regulates,MET16
GCN4,regulates,NUT2
PDR1,regulates,BSP1
ABF1,regulates,YPR172W
YAP3,regulates,VPS4
MBP1,regulates,YPR174C
MBP1,regulates,DPB2
CIN5,regulates,HDA3
MSN2,regulates,SMX3
PDR1,regulates,GDB1
SPT23,regulates,GDB1
CIN5,regulates,GDB1
GCN4,regulates,ATG13
HAP3,regulates,QCR2
HAP2,regulates,QCR2
HAP4,regulates,QCR2
HAP5,regulates,QCR2
TEC1,regulates,AQY1
STE12,regulates,AQY1
SOK2,regulates,AQY1
PHO2,regulates,OPT2
GLN3,regulates,OPT2
FKH1,regulates,OPT2
CBF1,regulates,OPT2
MET4,regulates,OPT2
STE12,regulates,YPR195C
RAP1,regulates,YPR195C
INO4,regulates,YPR196W
TEC1,regulates,SGE1
MSN4,regulates,SGE1
MSN2,regulates,SGE1
YAP1,regulates,ARR2
ARR1,regulates,ARR2
YAP1,regulates,ARR3
ARR1,regulates,ARR3
PDR1,regulates,YPR202W
STE12,regulates,YPR202W
MSN4,regulates,YPR202W
YAP1,regulates,YPR202W
PDR1,regulates,YPR203W
STE12,regulates,YPR203W
YAP5,regulates,AI1
PDR1,regulates,BI3
YAP5,regulates,BI4
MAL33,regulates,GDH3
SWI5,regulates,GDH3
CAD1,regulates,GDH3
SKN7,regulates,GDH3
YOX1,regulates,GDH3
SOK2,regulates,GDH3
ARR1,regulates,GDH3
PDR3,regulates,BDH2
MET32,regulates,BDH2
PDR1,regulates,BDH2
STE12,regulates,BDH2
ABF1,regulates,BDH2
SOK2,regulates,BDH2
MSN2,regulates,BDH2
ABF1,regulates,BDH1
BAS1,regulates,BDH1
MSN2,regulates,BDH1
ADR1,regulates,ECM1
YOX1,regulates,ECM1
UME6,regulates,ACS1
ADR1,regulates,ACS1
STE12,regulates,ACS1
ABF1,regulates,ACS1
SOK2,regulates,ACS1
CAT8,regulates,ACS1
RAP1,regulates,ACS1
YRM1,regulates,ACS1
BAS1,regulates,FLC2
SOK2,regulates,FLC2
SOK2,regulates,AIM2
GCN4,regulates,GEM1
ABF1,regulates,GCV3
BAS1,regulates,GCV3
YAP1,regulates,GCV3
STE12,regulates,PTA1
ABF1,regulates,ERV46
TEC1,regulates,CDC24
STE12,regulates,CDC24
9.0,regulates,CDC24
SWI4,regulates,CLN3
STE12,regulates,CLN3
MCM1,regulates,CLN3
RAP1,regulates,CLN3
AZF1,regulates,CLN3
TUP1,regulates,CYC3
STE12,regulates,CYC3
MSN2,regulates,CYC3
MCM1,regulates,CYC3
ABF1,regulates,CDC19
MSN2,regulates,CDC19
GCR2,regulates,CDC19
RAP1,regulates,CDC19
TYE7,regulates,CDC19
GCR1,regulates,CDC19
ROX1,regulates,CDC19
SOK2,regulates,FUN19
ABF1,regulates,PRP45
TEC1,regulates,MYO4
STE12,regulates,MYO4
MSN2,regulates,MYO4
TEC1,regulates,FRT2
MSN2,regulates,FRT2
CRZ1,regulates,FRT2
FKH2,regulates,FRT2
STE12,regulates,DRS2
ABF1,regulates,MAK16
SOK2,regulates,MAK16
MCM1,regulates,PMT2
SWI5,regulates,FUN26
SFP1,regulates,FUN26
MCM1,regulates,FUN26
STE12,regulates,FUN30
FZF1,regulates,YAL018C
RAP1,regulates,YAL018C
ABF1,regulates,PSK1
PIP2,regulates,TPD3
ROX1,regulates,TPD3
MET32,regulates,CYS3
XBP1,regulates,CYS3
MET28,regulates,CYS3
YAP1,regulates,CYS3
MET4,regulates,CYS3
YAP7,regulates,CYS3
MET31,regulates,CYS3
ABF1,regulates,ERP2
MSN2,regulates,ERP2
HSF1,regulates,SSA1
SKN7,regulates,SSA1
MSN4,regulates,SSA1
ABF1,regulates,SSA1
YAP1,regulates,SSA1
MSN2,regulates,SSA1
RAP1,regulates,SSA1
STE12,regulates,YAL004W
HSF1,regulates,EFB1
ABF1,regulates,EFB1
RAP1,regulates,EFB1
MSN2,regulates,TFC3
STE12,regulates,NUP60
GAL4,regulates,SWD1
MBP1,regulates,RFA1
YHP1,regulates,RFA1
TEC1,regulates,ADE1
PHO2,regulates,ADE1
BAS1,regulates,ADE1
YHP1,regulates,KIN3
YOX1,regulates,KIN3
MCM1,regulates,KIN3
STE12,regulates,UIP3
SOK2,regulates,UIP3
MSN2,regulates,UIP3
TUP1,regulates,YAR028W
ABF1,regulates,YAR028W
SOK2,regulates,YAR028W
MSN2,regulates,YAR028W
ROX1,regulates,YAR028W
STE12,regulates,YAT1
SOK2,regulates,YAT1
MSN2,regulates,YAT1
RAP1,regulates,YAT1
STE12,regulates,SWH1
TUP1,regulates,YAR047C
GCN4,regulates,FLO1
FLO8,regulates,FLO1
RME1,regulates,FLO1
GLN3,regulates,YAR053W
STE12,regulates,YAR053W
TUP1,regulates,YAR060C
STE12,regulates,YAR064W
MSN2,regulates,YAR064W
YAP5,regulates,YAR066W
MSN4,regulates,YAR066W
TYE7,regulates,YAR068W
NRG1,regulates,PHO11
RAP1,regulates,YAR075W
ROX1,regulates,YBL113C
YAP5,regulates,YBL112C
ABF1,regulates,YBL112C
SWI4,regulates,YBL111C
SWI5,regulates,YBL109W
RAP1,regulates,YBL109W
MSN4,regulates,YBL108W
TEC1,regulates,YBL107W_A
STE12,regulates,YBL107W_A
THI2,regulates,MIC23
STE12,regulates,SRO77
ABF1,regulates,SEA4
PDR3,regulates,RTG3
GCN4,regulates,RTG3
ABF1,regulates,RTG3
GCN4,regulates,SFT2
HAP2,regulates,ATP1
YHP1,regulates,BNA4
FKH1,regulates,1.0
MCM1,regulates,ROX3
RAP1,regulates,ROX3
IFH1,regulates,RPL32
SFP1,regulates,RPL32
RAP1,regulates,RPL32
ABF1,regulates,SCS22
RPN4,regulates,RPL23a
IFH1,regulates,RPL23a
SFP1,regulates,RPL23a
RAP1,regulates,RPL23a
STE12,regulates,BOI1
RAP1,regulates,ALG3
RAP1,regulates,YBL081W
UME6,regulates,ATG8
UME6,regulates,YBL077W
GCN4,regulates,ILS1
HSF1,regulates,SSA3
STE12,regulates,SSA3
RAP1,regulates,SSA3
STE12,regulates,AAR2
MSS11,regulates,AAR2
TUP1,regulates,RPS8a
SFP1,regulates,RPS8a
RAP1,regulates,RPS8a
ABF1,regulates,GLO1
ACE2,regulates,GLO1
SOK2,regulates,GLO1
MSN2,regulates,GLO1
ACE2,regulates,YML003W
SOK2,regulates,YML003W
CBF1,regulates,CDC5
YOX1,regulates,CDC5
MCM1,regulates,CDC5
STE12,regulates,MIC17
ABF1,regulates,TAF4
MBP1,regulates,PLB2
FLO8,regulates,PLB2
SWI4,regulates,PLB2
SKN7,regulates,PLB2
SPT23,regulates,PLB2
TUP1,regulates,YMR007W
STE12,regulates,PLB1
SOK2,regulates,PLB1
MSN2,regulates,PLB1
RAP1,regulates,PLB1
MET32,regulates,ADI1
SOK2,regulates,ADI1
MSN2,regulates,ADI1
ADR1,regulates,HXT2
STE12,regulates,HXT2
RGT1,regulates,HXT2
SOK2,regulates,HXT2
PIP2,regulates,SEC59
9.0,regulates,SEC59
RAP1,regulates,BUD22
HAP1,regulates,ERG5
YAP1,regulates,ERG5
SOK2,regulates,ERG5
RAP1,regulates,ERG5
TEC1,regulates,SOK2
TUP1,regulates,SOK2
STE12,regulates,SOK2
OAF1,regulates,SPO20
TEC1,regulates,SPO20
ADR1,regulates,SPO20
SWI4,regulates,SPO20
STE12,regulates,SPO20
SOK2,regulates,SPO20
SKO1,regulates,SPO20
STE12,regulates,YMR018W
SOK2,regulates,YMR018W
GCN4,regulates,STB4
LEU3,regulates,MSS1
MSN2,regulates,MSS1
MSN2,regulates,MRPL3
RAP1,regulates,PEX12
RAP1,regulates,YMR027W
INO4,regulates,FAR8
INO4,regulates,RSF1
MSN2,regulates,EIS1
MCM1,regulates,EIS1
YRM1,regulates,EIS1
ABF1,regulates,HOF1
SPT23,regulates,YMR034C
AFT2,regulates,YMR034C
TEC1,regulates,MSN2
STE12,regulates,MSN2
SKO1,regulates,MSN2
TYE7,regulates,MSN2
CBF1,regulates,CCS1
YAP1,regulates,CCS1
MSN2,regulates,CCS1
UME6,regulates,YET2
SOK2,regulates,YET2
AFT2,regulates,2.0
FHL1,regulates,2.0
OAF1,regulates,ARG80
TEC1,regulates,ARG80
MSN2,regulates,ARG80
HAP2,regulates,IOC4
STE12,regulates,YMR046W_A
TEC1,regulates,FAR3
STE12,regulates,FAR3
FHL1,regulates,BUB2
ASH1,regulates,AAC1
SOK2,regulates,AAC1
MSN2,regulates,AAC1
FHL1,regulates,AAC1
TUP1,regulates,YMR057C
STE12,regulates,YMR057C
AFT1,regulates,FET3
STE12,regulates,FET3
MSN2,regulates,FET3
AFT2,regulates,FET3
GCN4,regulates,ARG7
ABF1,regulates,ARG7
TEC1,regulates,KAR5
GCN4,regulates,KAR5
STE12,regulates,KAR5
STE12,regulates,NAT4
YAP6,regulates,MOT3
SWI4,regulates,MOT3
MSN2,regulates,MOT3
SKO1,regulates,MOT3
SWI4,regulates,ABF2
MCM1,regulates,ABF2
STE12,regulates,YMR074C
STE12,regulates,RCO1
ABF1,regulates,PDS5
ABF1,regulates,SEC14
YRM1,regulates,NAM7
TEC1,regulates,ISF1
SOK2,regulates,ISF1
MSN2,regulates,ISF1
RDS2,regulates,ISF1
CBF1,regulates,ADH3
IXR1,regulates,ADH3
ABF1,regulates,ADH3
CRZ1,regulates,ADH3
RAP1,regulates,ADH3
NRG1,regulates,YMR084W
MSN2,regulates,YMR084W
CIN5,regulates,YMR084W
MSN2,regulates,SEG1
MSN2,regulates,YMR086C_A
TEC1,regulates,VBA1
GLN3,regulates,VBA1
YAP1,regulates,YMR090W
MSN2,regulates,YMR090W
RAP1,regulates,AIP1
GCN4,regulates,SNO1
GCN4,regulates,SNZ1
YAP1,regulates,SNZ1
STE12,regulates,ATP25
BAS1,regulates,ATP25
MSN2,regulates,MUB1
YRM1,regulates,MUB1
UME6,regulates,SRT1
PDR3,regulates,YMR102C
PDR1,regulates,YMR102C
SOK2,regulates,YMR102C
MSN2,regulates,YMR102C
RDS1,regulates,YMR103C
PDR1,regulates,YMR103C
YAP1,regulates,YPK2
ADR1,regulates,SPG4
HSF1,regulates,SPG4
STE12,regulates,SPG4
RAP1,regulates,SPG4
GCN4,regulates,ILV2
HSF1,regulates,ILV2
LEU3,regulates,ILV2
RAP1,regulates,ILV2
STE12,regulates,MYO5
SPT23,regulates,HFD1
IFH1,regulates,ASC1
RAP1,regulates,ASC1
FHL1,regulates,ASC1
FKH1,regulates,SPC24
STE12,regulates,SHH3
YRM1,regulates,YMR119W_A
PHO2,regulates,ADE17
BAS1,regulates,ADE17
YAP1,regulates,ADE17
SFP1,regulates,RPL15b
MSN2,regulates,RPL15b
MCM1,regulates,RPL15b
RAP1,regulates,RPL15b
YRM1,regulates,RPL15b
STE12,regulates,YMR122C
ASH1,regulates,YMR122W_A
SOK2,regulates,YMR122W_A
RAP1,regulates,YMR122W_A
CBF1,regulates,1.0
MCM1,regulates,1.0
ABF1,regulates,POM152
BAS1,regulates,YMR130W
YOX1,regulates,RRB1
AFT1,regulates,REC114
NRG1,regulates,YMR134W
ACE2,regulates,YMR134W
YRM1,regulates,YMR134W
GCN4,regulates,GID8
SKN7,regulates,GID8
SOK2,regulates,GID8
MSN2,regulates,GID8
ROX1,regulates,YMR135W_A
GCN4,regulates,GAT2
FLO8,regulates,GAT2
SWI4,regulates,GAT2
RIM101,regulates,GAT2
SOK2,regulates,GAT2
SKO1,regulates,GAT2
RAP1,regulates,GAT2
GCN4,regulates,PSO2
GCN4,regulates,CIN4
TUP1,regulates,RPL13b
IFH1,regulates,RPL13b
SFP1,regulates,RPL13b
RAP1,regulates,RPL13b
MET32,regulates,RPS16a
IFH1,regulates,RPS16a
SFP1,regulates,RPS16a
RAP1,regulates,RPS16a
STP1,regulates,YMR144W
SWI4,regulates,YMR144W
YAP1,regulates,YMR144W
NRG1,regulates,NDE1
FLO8,regulates,NDE1
OAF3,regulates,NDE1
SOK2,regulates,NDE1
MSN2,regulates,NDE1
SKO1,regulates,NDE1
CIN5,regulates,NDE1
YRM1,regulates,NDE1
RAP1,regulates,TIF34
STE12,regulates,YMR158C_A
TEC1,regulates,MSS11
STE12,regulates,MSS11
ZAP1,regulates,PAH1
CAD1,regulates,ALD3
MSN2,regulates,ALD3
STE12,regulates,ALD2
RIM101,regulates,EAR1
YAP1,regulates,YMR172C_A
MSN2,regulates,YMR172C_A
TEC1,regulates,DDR48
SWI5,regulates,DDR48
RIM101,regulates,DDR48
STE12,regulates,DDR48
SKN7,regulates,DDR48
XBP1,regulates,DDR48
MSN4,regulates,DDR48
YAP1,regulates,DDR48
SOK2,regulates,DDR48
MSN2,regulates,DDR48
RIM101,regulates,YMR173W_A
SKN7,regulates,YMR173W_A
MSN4,regulates,YMR173W_A
YAP1,regulates,YMR173W_A
MSN2,regulates,YMR173W_A
STE12,regulates,PAI3
STE12,regulates,SIP18
MSN4,regulates,SIP18
YAP1,regulates,SIP18
STE12,regulates,ECM5
RFX1,regulates,MMT1
YAP1,regulates,MMT1
MSN2,regulates,MMT1
RTG3,regulates,YMR178W
MBP1,regulates,SPT21
FHL1,regulates,YMR181C
STE12,regulates,RGM1
STE12,regulates,SSO2
FKH1,regulates,SSO2
STE12,regulates,ADD37
HSF1,regulates,RTP1
HAP2,regulates,RTP1
SOK2,regulates,RTP1
REB1,regulates,HSC82
YAP6,regulates,HSC82
AFT1,regulates,HSC82
HSF1,regulates,HSC82
BAS1,regulates,HSC82
SFP1,regulates,HSC82
MSN2,regulates,HSC82
GCN4,regulates,MRPS17
GCN4,regulates,GCV2
AFT1,regulates,GCV2
BAS1,regulates,GCV2
YAP1,regulates,GCV2
BAS1,regulates,SPG5
YAP6,regulates,GYL1
XBP1,regulates,GYL1
9.0,regulates,MRPL24
RAP1,regulates,YMR193C_A
ARO80,regulates,RPL36a
HAP2,regulates,RPL36a
STE12,regulates,RPL36a
IFH1,regulates,RPL36a
SFP1,regulates,RPL36a
MCM1,regulates,RPL36a
RAP1,regulates,RPL36a
YRM1,regulates,RPL36a
PDR3,regulates,ICY1
TEC1,regulates,ICY1
NRG1,regulates,ICY1
UME6,regulates,ICY1
ADR1,regulates,ICY1
GCN4,regulates,ICY1
SWI4,regulates,ICY1
STE12,regulates,ICY1
SKN7,regulates,ICY1
SOK2,regulates,ICY1
MSN2,regulates,ICY1
CIN5,regulates,ICY1
CAD1,regulates,YMR196W
GCN4,regulates,YMR196W
MSN2,regulates,YMR196W
CIN5,regulates,YMR196W
STE12,regulates,VTI1
STE12,regulates,CIK1
CBF1,regulates,CIK1
ABF1,regulates,CIK1
TEC1,regulates,CLN1
FLO8,regulates,CLN1
SWI4,regulates,CLN1
STE12,regulates,CLN1
SKN7,regulates,CLN1
SOK2,regulates,CLN1
RAP1,regulates,CLN1
ABF1,regulates,ROT1
ABF1,regulates,RAD14
HCM1,regulates,ERG2
UPC2,regulates,ERG2
ECM22,regulates,ERG2
HAP1,regulates,ERG2
MSN2,regulates,ERG2
MOT3,regulates,ERG2
STE12,regulates,INP1
GCR2,regulates,PFK2
RAP1,regulates,PFK2
CIN5,regulates,PFK2
SOK2,regulates,YMR206W
MSN2,regulates,YMR206W
GCR2,regulates,YMR206W
CIN5,regulates,YMR206W
REB1,regulates,ERG12
YRM1,regulates,ERG12
FKH1,regulates,GAS3
SWI6,regulates,GAS3
ABF1,regulates,SKY1
CBF1,regulates,GUA1
ABF1,regulates,GUA1
CAD1,regulates,ERG8
HAP1,regulates,ERG8
STE12,regulates,FSH2
RAP1,regulates,MRE11
ABF1,regulates,MRPL44
MSN2,regulates,MTF1
IFH1,regulates,RPS10b
SFP1,regulates,RPS10b
YAP1,regulates,RPS10b
SOK2,regulates,RPS10b
RAP1,regulates,RPS10b
PHO2,regulates,PEP5
STE12,regulates,PEP5
TEC1,regulates,FUS2
STE12,regulates,FUS2
TEC1,regulates,RNA1
YRM1,regulates,RNA1
ABF1,regulates,TAF9
STE12,regulates,RNT1
TEC1,regulates,CUS1
ADR1,regulates,CUS1
STE12,regulates,YHM2
TUP1,regulates,RPL20a
IFH1,regulates,RPL20a
SFP1,regulates,RPL20a
RAP1,regulates,RPL20a
MSN2,regulates,ZRC1
RAP1,regulates,ZRC1
BAS1,regulates,YMR244W
MSN2,regulates,YMR244W
CIN5,regulates,COA6
2.0,regulates,FAA4
SPT23,regulates,FAA4
RFX1,regulates,FAA4
SKO1,regulates,RKR1
GCN4,regulates,GAD1
STE12,regulates,GTO3
MSN2,regulates,GTO3
PDR3,regulates,HOR7
TEC1,regulates,HOR7
GCN4,regulates,HOR7
PDR1,regulates,HOR7
HSF1,regulates,HOR7
SKN7,regulates,HOR7
MSN4,regulates,HOR7
SOK2,regulates,HOR7
MSN2,regulates,HOR7
ASH1,regulates,YMR252C
MSN2,regulates,YMR253C
YRM1,regulates,YMR253C
CBF1,regulates,YMR254C
MSN2,regulates,GFD1
HAP2,regulates,COX7
HAP4,regulates,COX7
SFP1,regulates,PET111
RAP1,regulates,PET111
SWI5,regulates,TPS3
ACE2,regulates,TPS3
MSN2,regulates,TPS3
MSN2,regulates,YMR262W
DAL82,regulates,CUE1
TEC1,regulates,YMR265C
STE12,regulates,YMR265C
SOK2,regulates,YMR265C
MSN2,regulates,RSN1
RAP1,regulates,RSN1
MSN2,regulates,URA10
PDR3,regulates,SCS7
STB5,regulates,SCS7
OAF3,regulates,SCS7
RPN4,regulates,DSK2
SFP1,regulates,PGM3
MAL33,regulates,YMR279C
RFX1,regulates,YMR279C
AFT1,regulates,CAT8
SOK2,regulates,CAT8
UME6,regulates,GPI12
HAP5,regulates,YKU70
CIN5,regulates,MRPL33
GCN4,regulates,DSS1
MSN2,regulates,HAS1
PDR3,regulates,TDA1
UME6,regulates,TDA1
PDR1,regulates,TDA1
MSN2,regulates,TDA1
RAP1,regulates,TDA1
RAP1,regulates,YMR295C
ABF1,regulates,LCB1
MSN2,regulates,LCB1
RAP1,regulates,LCB1
CIN5,regulates,LCB1
UME6,regulates,PRC1
FLO8,regulates,PRC1
ABF1,regulates,PRC1
MSN2,regulates,PRC1
CIN5,regulates,PRC1
PHO2,regulates,ADE4
BAS1,regulates,ADE4
YRM1,regulates,ADE4
CBF1,regulates,ATM1
OAF1,regulates,ADH2
ADR1,regulates,ADH2
SFP1,regulates,ADH2
CAT8,regulates,ADH2
ADR1,regulates,UBP15
YRM1,regulates,UBP15
STE12,regulates,YMR304C_A
SKN7,regulates,YMR304C_A
PHD1,regulates,YMR304C_A
ASH1,regulates,YMR304C_A
TEC1,regulates,SCW10
STE12,regulates,SCW10
SKN7,regulates,SCW10
XBP1,regulates,SCW10
PHD1,regulates,SCW10
ASH1,regulates,SCW10
YAP1,regulates,SCW10
SOK2,regulates,SCW10
TEC1,regulates,FKS3
SOK2,regulates,FKS3
ASH1,regulates,GAS1
CBF1,regulates,PSE1
OAF3,regulates,PRE5
MSN2,regulates,PRE5
STB5,regulates,YMR315W
MSN4,regulates,YMR315W
ASH1,regulates,YMR315W
YAP1,regulates,YMR315W
MSN2,regulates,YMR315W
ABF1,regulates,DIA1
YAP1,regulates,DIA1
MSN2,regulates,DIA1
YAP1,regulates,ADH6
TEC1,regulates,FET4
AFT1,regulates,FET4
RIM101,regulates,FET4
STE12,regulates,FET4
SKN7,regulates,FET4
CBF1,regulates,FET4
MAC1,regulates,FET4
MSN2,regulates,FET4
ROX1,regulates,FET4
AFT1,regulates,YMR320W
SOK2,regulates,YMR321C
YAP1,regulates,SNO4
SOK2,regulates,ERR3
GAT3,regulates,PAU19
SOK2,regulates,PAU19
YRM1,regulates,PAU19
STE12,regulates,YMR326C
TEC1,regulates,YRF1_6
RPN4,regulates,YRF1_6
MBP1,regulates,YRF1_6
YHP1,regulates,YRF1_6
HAP2,regulates,YRF1_6
YAP5,regulates,YRF1_6
YOX1,regulates,YRF1_6
MCM1,regulates,YRF1_6
ROX1,regulates,YRF1_6
SWI5,regulates,YNL338W
TOS8,regulates,YNL338W
HAP2,regulates,YNL338W
TEC1,regulates,YNL337W
SWI5,regulates,YNL337W
GAL4,regulates,YNL337W
ZAP1,regulates,COS1
ABF1,regulates,COS1
GAL4,regulates,COS1
MSN4,regulates,DDI3
CBF1,regulates,THI12
STE12,regulates,AAD14
ACE2,regulates,MDJ2
MSN2,regulates,MDJ2
SWI5,regulates,EGT2
ACE2,regulates,EGT2
YAP1,regulates,EGT2
SOK2,regulates,EGT2
MSN2,regulates,EGT2
MCM1,regulates,EGT2
RAP1,regulates,EGT2
MSN2,regulates,FIG4
ABF1,regulates,KRE1
SUM1,regulates,HXT14
MBP1,regulates,RFA2
UGA3,regulates,RFA2
GCN4,regulates,SKP2
YRM1,regulates,SKP2
PHO4,regulates,STB1
RAP1,regulates,STB1
ABF1,regulates,MRPS18
SPT23,regulates,BXI1
SFP1,regulates,BXI1
IFH1,regulates,RPS19b
SFP1,regulates,RPS19b
RAP1,regulates,RPS19b
REB1,regulates,RPL18b
ABF1,regulates,RPL18b
IFH1,regulates,RPL18b
SFP1,regulates,RPL18b
RAP1,regulates,RPL18b
SWI4,regulates,TOS6
STE12,regulates,TOS6
ASH1,regulates,TOS6
SWI6,regulates,TOS6
RAP1,regulates,TOS6
TEC1,regulates,CLA4
STE12,regulates,CLA4
YRM1,regulates,CLA4
STE12,regulates,YNL295W
STE12,regulates,RFC3
ASH1,regulates,RFC3
TEC1,regulates,PCL1
MBP1,regulates,PCL1
SWI4,regulates,PCL1
STE12,regulates,PCL1
MSN2,regulates,PCL1
FKH2,regulates,PCL1
RLM1,regulates,PCL1
ROX1,regulates,PCL1
STE12,regulates,CAF40
RAP1,regulates,CAF40
TEC1,regulates,SEC21
STE12,regulates,YNL285W
TEC1,regulates,WSC2
MBP1,regulates,WSC2
STE12,regulates,WSC2
STB5,regulates,WSC2
RAP1,regulates,WSC2
CIN5,regulates,WSC2
CBF1,regulates,POP3
RAP1,regulates,POP3
HSF1,regulates,HCH1
DAL82,regulates,ERG24
TEC1,regulates,PRM1
AFT1,regulates,PRM1
STE12,regulates,PRM1
STE12,regulates,CAF120
RAP1,regulates,CAF120
MET32,regulates,MET2
MET28,regulates,MET2
CBF1,regulates,MET2
MET4,regulates,MET2
RAP1,regulates,MET2
CIN5,regulates,MET2
MET31,regulates,MET2
STB5,regulates,GOR1
YOX1,regulates,TOF1
STE12,regulates,SEC2
YRM1,regulates,SEC2
RAP1,regulates,LYP1
ABF1,regulates,PIK1
1.0,regulates,PDR17
YAP1,regulates,LTO1
CBF1,regulates,ATX1
PUT3,regulates,ATX1
AFT2,regulates,ATX1
MSS11,regulates,FOL1
ABF1,regulates,GIS2
STE12,regulates,RTC4
ZAP1,regulates,RTC4
RAP1,regulates,RTC4
RPN4,regulates,NRD1
TEC1,regulates,ZWF1
SWI5,regulates,ZWF1
MET32,regulates,ZWF1
PDR1,regulates,ZWF1
MSN4,regulates,ZWF1
ASH1,regulates,ZWF1
ACE2,regulates,ZWF1
SFP1,regulates,ZWF1
YAP1,regulates,ZWF1
MSN2,regulates,ZWF1
MET4,regulates,ZWF1
RAP1,regulates,ZWF1
CIN5,regulates,ZWF1
GCN4,regulates,NAR1
YAP1,regulates,NAR1
SWI5,regulates,LAP3
GCN4,regulates,LAP3
MSN2,regulates,LAP3
CIN5,regulates,LAP3
PDR1,regulates,YTP1
CIN5,regulates,SIN4
SKN7,regulates,YNL234W
RGT1,regulates,YNL234W
SOK2,regulates,YNL234W
MCM1,regulates,CSL4
PDR3,regulates,PDR16
NRG1,regulates,PDR16
PDR1,regulates,PDR16
STB5,regulates,PDR16
HAP1,regulates,PDR16
MSN2,regulates,PDR16
MET4,regulates,PDR16
RDS2,regulates,PDR16
STE12,regulates,ELA1
SOK2,regulates,MGS1
YOX1,regulates,YNL217W
MSN2,regulates,YNL217W
RAP1,regulates,YNL217W
YAP1,regulates,VID27
SFP1,regulates,MER1
YOX1,regulates,SSB2
TEC1,regulates,YNL208W
STE12,regulates,YNL208W
RAP1,regulates,YNL208W
MSN2,regulates,RIO2
OAF1,regulates,SPS18
SUM1,regulates,SPS18
PIP2,regulates,SPS18
ADR1,regulates,SPS19
RFX1,regulates,YNL200C
ADR1,regulates,YNL194C
STE12,regulates,YNL194C
YAP1,regulates,YNL194C
SOK2,regulates,YNL194C
MSN2,regulates,YNL194C
CIN5,regulates,YNL194C
SOK2,regulates,YNL193W
SWI5,regulates,CHS1
SWI4,regulates,CHS1
SOK2,regulates,CHS1
MSN2,regulates,CHS1
MET32,regulates,DUG3
RAP1,regulates,DUG3
STE12,regulates,YNL190W
MCM1,regulates,YNL190W
RAP1,regulates,YNL190W
ABF1,regulates,SRP1
BAS1,regulates,SRP1
FHL1,regulates,UBP10
GCN4,regulates,MRPL19
GCN4,regulates,1.0
ABF1,regulates,1.0
TEC1,regulates,RHO5
CAD1,regulates,RHO5
1.0,regulates,RHO5
YAP1,regulates,RHO5
MSN2,regulates,RHO5
RAP1,regulates,RHO5
